stu_id,category,year_of_study,ai_hours,ai_use,prompt_skill,tool_diversity,dependence
100793,Business,Junior,10.74,Ideation,Advanced,5,2
100794,Business,Freshman,10.93,Summarizing_Reading,Intermediate,2,5
100795,STEM,Freshman,22.63,Debugging/Troubleshooting,Advanced,5,7
100796,Medical,Freshman,11.77,Direct_Answer_Generation,Advanced,3,7
100797,Medical,Sophomore,0.63,Debugging/Troubleshooting,Beginner,1,3
100798,Business,Freshman,4.57,Ideation,Advanced,5,1
100799,Business,Freshman,1.53,Ideation,Advanced,3,5
100800,Medical,Graduate,2.4,Summarizing_Reading,Beginner,2,1
100801,Business,Junior,3.58,Ideation,Intermediate,3,1
100802,STEM,Senior,0.23,Copywriting/Drafting,Intermediate,1,2
100803,Business,Senior,2.5,Direct_Answer_Generation,Advanced,3,3
100804,Business,Senior,11.08,Direct_Answer_Generation,Intermediate,2,4
100805,Humanities,Senior,3.06,Copywriting/Drafting,Beginner,3,1
100806,Business,Junior,23.9,Debugging/Troubleshooting,Beginner,3,8
100807,Medical,Senior,1.3,Summarizing_Reading,Advanced,4,2
100808,Medical,Graduate,1.17,Summarizing_Reading,Beginner,2,3
100809,Humanities,Freshman,21.93,Ideation,Advanced,4,5
100810,STEM,Sophomore,12.35,Debugging/Troubleshooting,Intermediate,2,6
100811,Medical,Freshman,1.9,Ideation,Intermediate,2,1
100812,Arts,Senior,0.04,Copywriting/Drafting,Intermediate,3,3
100813,STEM,Junior,14.14,Summarizing_Reading,Advanced,3,2
100814,Medical,Graduate,0.01,Ideation,Intermediate,3,1
100815,Arts,Sophomore,4.77,Copywriting/Drafting,Advanced,3,3
100816,Business,Junior,8.51,Ideation,Advanced,3,4
100817,Business,Junior,12.72,Debugging/Troubleshooting,Intermediate,3,7
100818,Humanities,Junior,12.27,Ideation,Beginner,2,5
100819,STEM,Senior,3.86,Debugging/Troubleshooting,Intermediate,2,4
100820,Humanities,Sophomore,2.94,Summarizing_Reading,Intermediate,3,3
100821,Arts,Junior,3.9,Copywriting/Drafting,Beginner,2,1
100822,STEM,Freshman,13.58,Debugging/Troubleshooting,Intermediate,4,5
100823,Humanities,Junior,3.15,Summarizing_Reading,Advanced,5,1
100824,Humanities,Junior,25.33,Direct_Answer_Generation,Advanced,3,4
100825,Business,Graduate,0.17,Direct_Answer_Generation,Beginner,1,1
100826,Medical,Graduate,16.79,Direct_Answer_Generation,Beginner,2,6
100827,Humanities,Junior,4.11,Copywriting/Drafting,Intermediate,3,4
100828,Humanities,Freshman,1.76,Copywriting/Drafting,Advanced,3,3
100829,Business,Senior,2.68,Ideation,Beginner,1,1
100830,Humanities,Freshman,0.3,Copywriting/Drafting,Beginner,2,1
100831,STEM,Junior,0.92,Debugging/Troubleshooting,Beginner,2,2
100832,Humanities,Freshman,14.17,Copywriting/Drafting,Beginner,3,4
100833,STEM,Sophomore,2.72,Direct_Answer_Generation,Advanced,5,2
100834,STEM,Junior,8.57,Copywriting/Drafting,Advanced,3,5
100835,Humanities,Sophomore,6.67,Copywriting/Drafting,Intermediate,3,6
100836,Humanities,Graduate,10.4,Summarizing_Reading,Intermediate,4,6
100837,Medical,Senior,15.31,Summarizing_Reading,Intermediate,2,5
100838,Humanities,Senior,7.95,Ideation,Beginner,3,3
100839,Business,Sophomore,1.01,Ideation,Intermediate,2,1
100840,Business,Freshman,5.58,Debugging/Troubleshooting,Intermediate,4,3
100841,STEM,Senior,26.54,Direct_Answer_Generation,Advanced,3,6
100842,Business,Senior,1.11,Ideation,Advanced,4,1
100843,STEM,Junior,22.56,Debugging/Troubleshooting,Beginner,2,4
100844,Medical,Sophomore,5.98,Summarizing_Reading,Intermediate,2,2
100845,STEM,Junior,12.95,Debugging/Troubleshooting,Intermediate,5,7
100846,Humanities,Senior,3.7,Summarizing_Reading,Advanced,3,3
100847,STEM,Senior,5.62,Direct_Answer_Generation,Advanced,4,4
100848,Medical,Senior,38,Copywriting/Drafting,Beginner,2,9
100849,Business,Graduate,6.14,Summarizing_Reading,Advanced,5,4
100850,Business,Junior,3.16,Summarizing_Reading,Beginner,3,4
100851,STEM,Freshman,11.17,Debugging/Troubleshooting,Advanced,3,3
100852,Business,Junior,6.92,Debugging/Troubleshooting,Beginner,1,4
100853,STEM,Junior,3.75,Debugging/Troubleshooting,Intermediate,3,4
100854,Medical,Freshman,6.69,Summarizing_Reading,Intermediate,3,1
100855,STEM,Junior,5.35,Summarizing_Reading,Intermediate,3,4
100856,STEM,Senior,7.91,Debugging/Troubleshooting,Beginner,2,4
100857,STEM,Senior,10.33,Debugging/Troubleshooting,Advanced,4,3
100858,Humanities,Graduate,6.73,Copywriting/Drafting,Intermediate,3,2
100859,Business,Senior,4.87,Direct_Answer_Generation,Intermediate,3,4
100860,STEM,Freshman,1.54,Direct_Answer_Generation,Intermediate,2,2
100861,Arts,Junior,16.62,Copywriting/Drafting,Beginner,1,7
100862,Humanities,Junior,0.16,Copywriting/Drafting,Intermediate,4,1
100863,Business,Sophomore,2.28,Summarizing_Reading,Beginner,1,4
100864,Humanities,Freshman,3.82,Summarizing_Reading,Intermediate,3,1
100865,Humanities,Freshman,0.88,Summarizing_Reading,Beginner,1,1
100866,Business,Freshman,14.11,Direct_Answer_Generation,Beginner,3,7
100867,STEM,Senior,8.03,Copywriting/Drafting,Advanced,3,3
100868,STEM,Freshman,9.03,Debugging/Troubleshooting,Beginner,1,6
100869,Arts,Sophomore,28.14,Summarizing_Reading,Advanced,3,6
100870,Medical,Freshman,0.23,Summarizing_Reading,Intermediate,4,2
100871,Humanities,Senior,2.98,Copywriting/Drafting,Intermediate,3,2
100872,STEM,Freshman,15.12,Debugging/Troubleshooting,Advanced,4,3
100873,Business,Freshman,5.43,Direct_Answer_Generation,Intermediate,3,3
100874,Humanities,Sophomore,1.99,Ideation,Advanced,3,4
100875,STEM,Sophomore,17.46,Debugging/Troubleshooting,Advanced,5,3
100876,STEM,Sophomore,14.68,Debugging/Troubleshooting,Advanced,3,2
100877,Business,Senior,35.79,Ideation,Advanced,4,9
100878,Business,Freshman,11.6,Ideation,Advanced,4,3
100879,STEM,Freshman,11.56,Copywriting/Drafting,Intermediate,3,6
100880,STEM,Sophomore,15.02,Ideation,Intermediate,5,4
100881,STEM,Graduate,10.73,Debugging/Troubleshooting,Intermediate,1,3
100882,Business,Freshman,0.47,Ideation,Intermediate,4,3
100883,STEM,Graduate,4.07,Ideation,Advanced,5,3
100884,STEM,Senior,32.87,Copywriting/Drafting,Beginner,1,6
100885,Arts,Junior,5.33,Copywriting/Drafting,Advanced,3,1
100886,STEM,Senior,7.8,Copywriting/Drafting,Beginner,1,4
100887,Business,Junior,24.82,Ideation,Beginner,3,6
100888,STEM,Junior,40,Ideation,Intermediate,3,9
100889,STEM,Junior,15.75,Debugging/Troubleshooting,Beginner,2,2
100890,STEM,Senior,21.24,Debugging/Troubleshooting,Intermediate,2,8
100891,Business,Freshman,15.1,Summarizing_Reading,Intermediate,5,6
100892,Arts,Junior,9.8,Direct_Answer_Generation,Advanced,3,3
100893,Arts,Senior,4.79,Copywriting/Drafting,Beginner,1,1
100894,Humanities,Sophomore,1.49,Copywriting/Drafting,Advanced,4,1
100895,Business,Graduate,33.27,Ideation,Advanced,5,9
100896,STEM,Freshman,15.15,Ideation,Beginner,2,3
100897,STEM,Graduate,10.51,Copywriting/Drafting,Beginner,2,7
100898,Medical,Senior,4.15,Direct_Answer_Generation,Advanced,3,4
100899,STEM,Senior,9.4,Summarizing_Reading,Beginner,1,1
100900,STEM,Graduate,7.56,Debugging/Troubleshooting,Intermediate,3,5
100901,STEM,Senior,2.65,Summarizing_Reading,Intermediate,4,4
100902,STEM,Sophomore,11.53,Direct_Answer_Generation,Intermediate,2,4
100903,STEM,Senior,6.53,Summarizing_Reading,Advanced,4,4
100904,Business,Freshman,0.29,Summarizing_Reading,Beginner,1,1
100905,Humanities,Junior,0.15,Direct_Answer_Generation,Intermediate,2,5
100906,Medical,Graduate,1.48,Ideation,Advanced,5,3
100907,Arts,Sophomore,36,Summarizing_Reading,Intermediate,1,7
100908,Humanities,Freshman,0.9,Direct_Answer_Generation,Beginner,2,2
100909,STEM,Junior,10.68,Ideation,Intermediate,5,4
100910,Humanities,Sophomore,7.73,Copywriting/Drafting,Intermediate,1,3
100911,Business,Sophomore,21.03,Direct_Answer_Generation,Beginner,1,5
100912,STEM,Junior,7,Copywriting/Drafting,Beginner,3,3
100913,Business,Junior,8.96,Direct_Answer_Generation,Beginner,1,2
100914,Humanities,Junior,5.26,Copywriting/Drafting,Beginner,2,2
100915,Business,Junior,1.02,Copywriting/Drafting,Beginner,2,3
100916,Humanities,Graduate,0.92,Copywriting/Drafting,Intermediate,3,2
100917,STEM,Graduate,2.88,Ideation,Advanced,3,2
100918,Medical,Senior,14.27,Debugging/Troubleshooting,Beginner,3,6
100919,Arts,Freshman,9.68,Debugging/Troubleshooting,Advanced,4,3
100920,STEM,Sophomore,4.01,Debugging/Troubleshooting,Advanced,3,1
100921,Arts,Graduate,4.44,Copywriting/Drafting,Intermediate,5,4
100922,Humanities,Junior,5.02,Copywriting/Drafting,Intermediate,3,3
100923,Medical,Graduate,11.46,Summarizing_Reading,Beginner,2,4
100924,Arts,Junior,5.7,Copywriting/Drafting,Intermediate,2,3
100925,Humanities,Graduate,1.36,Debugging/Troubleshooting,Beginner,2,1
100926,STEM,Freshman,1.58,Debugging/Troubleshooting,Beginner,3,3
100927,STEM,Junior,19.65,Debugging/Troubleshooting,Advanced,3,7
100928,Business,Senior,1.31,Debugging/Troubleshooting,Beginner,2,4
100929,Business,Graduate,2.73,Direct_Answer_Generation,Advanced,4,2
100930,STEM,Junior,0.37,Ideation,Advanced,3,5
100931,STEM,Freshman,7.39,Summarizing_Reading,Intermediate,3,1
100932,Arts,Graduate,17.65,Copywriting/Drafting,Advanced,5,4
100933,Medical,Junior,3.11,Summarizing_Reading,Intermediate,2,4
100934,Business,Freshman,2.95,Summarizing_Reading,Beginner,3,1
100935,STEM,Junior,12.65,Debugging/Troubleshooting,Beginner,1,3
100936,STEM,Senior,21.01,Debugging/Troubleshooting,Intermediate,3,7
100937,STEM,Junior,8.87,Ideation,Beginner,1,4
100938,Medical,Graduate,0.64,Summarizing_Reading,Advanced,5,4
100939,STEM,Junior,35.17,Debugging/Troubleshooting,Advanced,3,8
100940,Business,Junior,19.84,Copywriting/Drafting,Beginner,1,3
100941,STEM,Freshman,1.69,Debugging/Troubleshooting,Intermediate,3,3
100942,Business,Junior,1.21,Ideation,Beginner,3,2
100943,Business,Sophomore,15.71,Copywriting/Drafting,Beginner,3,4
100944,Arts,Sophomore,23.66,Copywriting/Drafting,Beginner,3,7
100945,STEM,Sophomore,19.95,Debugging/Troubleshooting,Advanced,3,6
100946,STEM,Freshman,3.52,Ideation,Beginner,1,4
100947,STEM,Freshman,4.91,Ideation,Advanced,3,1
100948,Medical,Junior,0.08,Ideation,Advanced,3,1
100949,Medical,Freshman,10.79,Direct_Answer_Generation,Beginner,2,5
100950,Business,Freshman,8.99,Ideation,Beginner,3,3
100951,Business,Graduate,1.33,Ideation,Beginner,2,4
100952,Business,Junior,3.29,Ideation,Intermediate,2,4
100953,STEM,Sophomore,20.33,Debugging/Troubleshooting,Beginner,1,7
100954,Medical,Sophomore,2.47,Summarizing_Reading,Intermediate,5,1
100955,Humanities,Junior,12.63,Debugging/Troubleshooting,Intermediate,1,4
100956,Humanities,Junior,2.66,Copywriting/Drafting,Beginner,1,4
100957,Business,Sophomore,3.89,Ideation,Intermediate,2,5
100958,STEM,Sophomore,1.67,Debugging/Troubleshooting,Intermediate,2,2
100959,STEM,Senior,3.02,Debugging/Troubleshooting,Advanced,3,1
100960,Business,Graduate,0.22,Ideation,Beginner,3,1
100961,STEM,Graduate,5.82,Debugging/Troubleshooting,Advanced,5,2
100962,Business,Freshman,1.97,Ideation,Intermediate,4,4
100963,STEM,Senior,11.44,Direct_Answer_Generation,Intermediate,5,3
100964,Humanities,Freshman,15.4,Summarizing_Reading,Intermediate,4,5
100965,STEM,Junior,6.13,Ideation,Advanced,3,6
100966,Humanities,Junior,34,Copywriting/Drafting,Advanced,3,6
100967,Business,Junior,33.76,Ideation,Beginner,1,7
100968,STEM,Junior,26.66,Debugging/Troubleshooting,Intermediate,2,9
100969,Business,Senior,2.22,Copywriting/Drafting,Beginner,3,2
